ball,primary_signal,alternate_functions,power_ground_domain_class,voltage_domain,cpb0_usage,destination_net,source_document,source_page_table,confidence,unresolved,unresolved_reason
G9,LVDS0_D0_N,,MEDIA,VDD_LVDS_1P8,DISPLAY_CAMERA,LVDS0_D0_N,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G11,MIPI_REXT,,MEDIA,MIPI_DSICSI1_VPH,DISPLAY_CAMERA,MIPI_REXT,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G13,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G15,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G17,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G19,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G21,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G23,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G25,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G27,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G29,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G31,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G33,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G35,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G37,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G39,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G41,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G45,PDM_BIT_STREAM0,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,PDM_BIT_STREAM0,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
G47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
G49,SAI1_TXFS,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,SAI1_TXFS,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
G51,SAI1_TXC,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,SAI1_TXC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
H2,DRAM_DQS0_T_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQS0_T_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H4,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H8,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H10,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H12,VDD_MIPI_1P8,,POWER,POWER,POWER,VDD_MIPI_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H14,VDD_MIPI_1P8,,POWER,POWER,POWER,VDD_MIPI_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H16,VDD_ANA_0P8,,POWER,POWER,POWER,VDD_ANA_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H18,VDD_MIPI_0P8,,POWER,POWER,POWER,VDD_MIPI_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H20,VDD_USB_0P8,,POWER,POWER,POWER,VDD_USB_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H22,VDD_USB_0P8,,POWER,POWER,POWER,VDD_USB_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H24,VDD_USB_3P3,,POWER,POWER,POWER,VDD_USB_3P3,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H26,VDD_USB_3P3,,POWER,POWER,POWER,VDD_USB_3P3,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H28,VDD_USB_1P8,,POWER,POWER,POWER,VDD_USB_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H30,VDD_USB_1P8,,POWER,POWER,POWER,VDD_USB_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H32,VDD_PCI_1P8,,POWER,POWER,POWER,VDD_PCI_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H34,VDD_PCI_1P8,,POWER,POWER,POWER,VDD_PCI_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H36,VDD_PCI_0P8,,POWER,POWER,POWER,VDD_PCI_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H38,VDD_ANA_0P8,,POWER,POWER,POWER,VDD_ANA_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H40,NVCC_BBSM_1P8,,POWER,POWER,POWER,NVCC_BBSM_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H42,VDD_BBSM_0P8_CAP,,POWER,POWER,POWER,VDD_BBSM_0P8_CAP,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H44,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H46,PDM_BIT_STREAM1,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,PDM_BIT_STREAM1,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
H48,SAI1_TXD0,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,SAI1_TXD0,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
H50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
H52,SAI1_RXD0,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,SAI1_RXD0,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
J1,DRAM_DQS0_C_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQS0_C_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J5,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J7,DRAM_DQ05_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ05_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J11,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J13,VDD_LVDS_1P8,,POWER,POWER,POWER,VDD_LVDS_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J15,VDD_ANA_0P8,,POWER,POWER,POWER,VDD_ANA_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J17,VDD_MIPI_0P8,,POWER,POWER,POWER,VDD_MIPI_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J21,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J23,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J25,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J27,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J29,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J31,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J33,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J35,VDD_PCI_0P8,,POWER,POWER,POWER,VDD_PCI_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J37,VDD_ANA_0P8,,POWER,POWER,POWER,VDD_ANA_0P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J39,NVCC_BBSM_1P8,,POWER,POWER,POWER,NVCC_BBSM_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J41,VDD_BBSM_0P8_CAP,,POWER,POWER,POWER,VDD_BBSM_0P8_CAP,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J45,WDOG_ANY,,BOOT_DEBUG,NVCC_AON,BOOT_DEBUG_PMIC,WDOG_ANY,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
J49,GPIO_IO00,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO00,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
J51,GPIO_IO01,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO01,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
K2,DRAM_WCK0_T_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_WCK0_T_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K4,DRAM_WCK0_C_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_WCK0_C_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K8,DRAM_DMI0_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DMI0_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K10,DRAM_DQ06_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ06_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K12,VDD_LVDS_1P8,,POWER,POWER,POWER,VDD_LVDS_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K14,VDD_ANA_1P8,,POWER,POWER,POWER,VDD_ANA_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K16,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K18,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K20,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K22,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K24,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K26,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K28,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K30,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K32,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K34,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K36,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K38,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K40,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K42,VDD_ANA_1P8,,POWER,POWER,POWER,VDD_ANA_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K44,FCCU_ERR0,SEE_IMX95_PINMUX_SHEET,IO,NVCC_AON,GPIO_PERIPH_CANDIDATE,FCCU_ERR0,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
K46,GPIO_IO04,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO04,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
K48,GPIO_IO02,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO02,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
K50,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
K52,GPIO_IO03,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO03,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
L1,DRAM_DQ13_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ13_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L3,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L5,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L7,DRAM_DQ04_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ04_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L9,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L11,DRAM_DQ07_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ07_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L13,VDD_ANA_1P8,,POWER,POWER,POWER,VDD_ANA_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L15,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L17,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L19,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L21,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L23,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L25,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L27,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L29,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L31,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
L33,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
L35,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
L37,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L39,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L41,VDD_ANA_1P8,,POWER,POWER,POWER,VDD_ANA_1P8,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L43,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L45,GPIO_IO05,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO05,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
L47,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
L49,GPIO_IO06,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO06,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
L51,GPIO_IO07,SEE_IMX95_PINMUX_SHEET,IO,NVCC_GPIO,GPIO_PERIPH_CANDIDATE,GPIO_IO07,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,MEDIUM,false,
M2,DRAM_DMI1_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DMI1_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M4,DRAM_DQ12_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ12_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M6,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M8,DRAM_DQ02_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ02_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M10,DRAM_DQ01_B,,DDR,VDDQ_DDR,LPDDR5,DRAM_DQ01_B,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M12,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M14,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M16,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M18,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M20,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M22,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M24,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M26,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M28,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M30,VSS,,GROUND,GND,POWER,GND,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M32,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M34,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M36,DEPOP,,DEPOP,TBD_IOMUX,NO_BALL,NC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,N/A,false,
M38,VDD_ARM,,POWER,POWER,POWER,VDD_ARM,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
M40,VDD_SOC,,POWER,POWER,POWER,VDD_SOC,IMX95IEC,attached:i.mx95_19mm_ballmap.xlsx!i.mx95_19mm_SPN_r1.0,HIGH,false,
